Data from palm_tumJ_d_Reflection_16-12-27-645.txt Node
Date: Fri Feb 11 16:12:27 ART 2022
User: Nati
Spectrometer: USB2E3644
Trigger mode: 4
Integration Time (sec): 4,100000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178,315	126,36
178,696	162,5
179,076	192,47
179,457	121,79
179,838	121,05
180,218	125,33
180,599	125,23
180,979	0
181,36	152,53
181,74	131,31
182,121	112,9
182,501	111,38
182,881	87,13
183,262	93,58
183,642	95,56
184,022	98,47
184,402	101,27
184,783	102,64
185,163	109,98
185,543	117,88
185,923	124,07
186,303	122,89
186,683	122,67
187,063	124,19
187,443	120,76
187,823	119,56
188,203	118,92
188,583	115,45
188,963	114,02
189,343	111,61
189,723	112,61
190,102	114,7
190,482	115,18
190,862	115,93
191,242	114,1
191,621	112,57
192,001	113,13
192,38	113,03
192,76	116,12
193,14	117,08
193,519	117,45
193,898	118,18
194,278	119,78
194,657	121,43
195,037	122,21
195,416	122,06
195,795	120,45
196,175	120,01
196,554	122,67
196,933	123,07
197,312	125,27
197,692	124,56
198,071	124,5
198,45	125,09
198,829	127,65
199,208	129,25
199,587	130,72
199,966	130,49
200,345	131,08
200,724	131,43
201,103	135,1
201,482	138,66
201,86	138,16
202,239	137,85
202,618	139,19
202,997	137,79
203,375	137,4
203,754	139,37
204,133	138,48
204,511	137,98
204,89	137,39
205,269	133,31
205,647	131,18
206,026	130,09
206,404	129,36
206,782	126,28
207,161	125,15
207,539	122,65
207,918	118,69
208,296	113,64
208,674	108,65
209,052	105,66
209,431	105,5
209,809	105,8
210,187	103,98
210,565	102,31
210,943	105,29
211,321	109,26
211,699	111,5
212,077	114,98
212,455	117,85
212,833	121,46
213,211	126,1
213,589	131,88
213,967	133,82
214,345	134,61
214,722	135,71
215,1	133,5
215,478	136,68
215,855	142,56
216,233	150,4
216,611	157,28
216,988	163,4
217,366	163,74
217,743	168,59
218,121	176,86
218,498	179,25
218,876	179,64
219,253	179,34
219,631	185,04
220,008	179,88
220,385	170,3
220,762	168,07
221,14	170,3
221,517	165,91
221,894	164,76
222,271	169,47
222,648	178,26
223,025	185,86
223,402	186,94
223,78	180,19
224,157	170,94
224,533	163,68
224,91	159,41
225,287	156,33
225,664	151,36
226,041	144,23
226,418	140,28
226,795	137,46
227,171	136,39
227,548	135,55
227,925	135,76
228,301	139,21
228,678	142,01
229,055	144,06
229,431	149,43
229,808	154,57
230,184	154,3
230,561	155,27
230,937	154,37
231,313	153,13
231,69	149,94
232,066	152,72
232,442	154,31
232,819	152,95
233,195	159,88
233,571	172,73
233,947	180,38
234,323	188,03
234,699	190,26
235,075	189,31
235,451	192,56
235,827	201,85
236,203	210,08
236,579	211,72
236,955	209,65
237,331	220,13
237,707	240,34
238,083	256,62
238,459	279,66
238,834	348,3
239,21	433,6
239,586	603,74
239,961	968,91
240,337	1532
240,713	2133,96
241,088	1877,05
241,464	2114,55
241,839	-3622,58
242,215	-938,26
242,59	-519,7
242,965	-286,15
243,341	-179,64
243,716	-132,64
244,091	-96,34
244,467	-76,14
244,842	-64,03
245,217	-60,56
245,592	-62,27
245,967	-65,67
246,343	-68,4
246,718	-66,4
247,093	-64,95
247,468	-65,66
247,843	-62,42
248,218	-56,29
248,593	-50,29
248,967	-46,73
249,342	-44,19
249,717	-47,03
250,092	-49,42
250,467	-49,84
250,841	-54,16
251,216	-60,74
251,591	-71,64
251,965	-87,37
252,34	-104,09
252,714	-125,47
253,089	-146,92
253,463	-148,07
253,838	-141,04
254,212	-128,94
254,587	-129,24
254,961	-129,08
255,335	-115,03
255,71	-96,62
256,084	-74,13
256,458	-57,63
256,832	-44,64
257,206	-35,95
257,581	-31,92
257,955	-30,37
258,329	-29,97
258,703	-28,62
259,077	-28,03
259,451	-27,18
259,825	-27,11
260,199	-26,84
260,572	-26,53
260,946	-25,26
261,32	-23,76
261,694	-23,35
262,068	-23,25
262,441	-21,22
262,815	-19,67
263,189	-18,6
263,562	-17,72
263,936	-19,34
264,309	-22,79
264,683	-26,87
265,056	-29,72
265,43	-30,38
265,803	-29,62
266,176	-27,81
266,55	-26,56
266,923	-25,85
267,296	-23,98
267,67	-21,74
268,043	-19,37
268,416	-17,25
268,789	-15,31
269,162	-14,71
269,535	-12,64
269,908	-11,31
270,281	-11,35
270,654	-11,27
271,027	-11,03
271,4	-11,72
271,773	-12,5
272,146	-11,53
272,519	-11,5
272,891	-12,04
273,264	-11,65
273,637	-11,25
274,01	-11,15
274,382	-10,52
274,755	-9,99
275,127	-10,39
275,5	-10,34
275,872	-9,95
276,245	-9,49
276,617	-9,49
276,99	-9,21
277,362	-9,69
277,734	-9,26
278,107	-8,57
278,479	-8,56
278,851	-8,81
279,223	-7,97
279,596	-7,31
279,968	-7,12
280,34	-6,6
280,712	-5,94
281,084	-5,28
281,456	-4,08
281,828	-2,66
282,2	-1,79
282,572	-0,93
282,944	0,02
283,315	0,71
283,687	1,07
284,059	1,18
284,431	1,56
284,802	2,04
285,174	2,44
285,546	2,57
285,917	2,67
286,289	2,87
286,66	3,4
287,032	3,29
287,403	3,73
287,775	4,18
288,146	4,61
288,518	4,82
288,889	5,21
289,26	5,2
289,632	4,68
290,003	4,41
290,374	4,23
290,745	4,25
291,116	3,8
291,487	3,63
291,858	4,13
292,229	3,77
292,6	3,18
292,971	3,31
293,342	3,32
293,713	3,55
294,084	4,24
294,455	4,42
294,826	4,77
295,196	4,97
295,567	4,61
295,938	4,08
296,308	3,65
296,679	3,61
297,05	3,44
297,42	3,39
297,791	3,2
298,161	3,42
298,532	3,44
298,902	3,42
299,272	3,42
299,643	3,12
300,013	3,31
300,383	3,42
300,754	3,33
301,124	3,47
301,494	3,21
301,864	2,87
302,234	2,58
302,604	2,49
302,974	2,67
303,344	3,17
303,714	3,83
304,084	4,46
304,454	4,43
304,824	4,77
305,194	4,88
305,563	5,06
305,933	4,71
306,303	4,66
306,673	5,03
307,042	5,42
307,412	5,63
307,781	5,9
308,151	6,1
308,521	6,02
308,89	5,89
